,Name,Year,Rating,Votes
3042,The Marc Pease Experience,2009,4.1,1972.0
3043,Senso '45,2002,5.2,1413.0
3044,Essex Boys,2000,6.1,3476.0
3045,Kambakkht Ishq,2009,4.0,5972.0
3046,Midnight Movie,2008,5.2,3510.0
3047,Prison-A-Go-Go!,2003,3.8,275.0
3048,The Slaughter Rule,2002,6.0,2170.0
3049,Namastey London,2007,7.3,18716.0
3050,Der Schuh des Manitu,2001,6.6,15560.0
3051,Les jolies choses,2001,5.9,922.0
3052,Shaurya: It Takes Courage to Make Right... Right,2008,7.4,3149.0
3053,Saving Sarah Cain,2007,6.1,1330.0
3054,Io non ho paura,2003,7.5,13352.0
3055,Fat Pizza,2003,6.0,3150.0
3056,A Cock and Bull Story,2005,6.8,11790.0
3057,The Betrayed,2008,6.0,1868.0
3058,Ssang-hwa-jeom,2008,7.2,3116.0
3059,Minyeo-neun goerowo,2006,6.8,6140.0
3060,Cass,2008,6.5,5270.0
3061,Reconstruction,2003,7.4,6677.0
3062,Vatel,2000,6.6,6841.0
3063,Focus,2001,6.8,2810.0
3064,Blackout,2008,5.1,3395.0
3065,This Girl's Life,2003,5.8,2652.0
3066,Tenure,2008,6.1,2368.0
3067,Blonde and Blonder,2007,2.9,3275.0
3068,Wieners,2008,4.4,2031.0
3069,The Specials,2000,5.9,2070.0
3070,Wild Cherry,2009,4.2,1671.0
3071,Saint Ralph,2004,7.6,5448.0
3072,Malice in Wonderland,2009,6.0,2844.0
3073,Come Together,2008,3.5,204.0
3074,Just Peck,2009,6.3,797.0
3075,Flywheel,2003,6.9,3483.0
3076,Cidade Baixa,2005,6.6,3425.0
3077,Fubar,2002,7.1,3769.0
3078,Haven,2004,5.9,6172.0
3079,Strings,2004,7.0,3794.0
3080,Nanjing! Nanjing!,2009,7.7,9344.0
3081,Spymate,2006,4.1,949.0
3082,Swingers,2002,5.7,1040.0
3083,12,2007,7.7,12819.0
3084,Faith Like Potatoes,2006,6.9,2512.0
3085,Los Borgia,2006,6.2,1358.0
3086,The Breed,2001,4.7,2448.0
3087,Die Tür,2009,6.7,4431.0
3088,To End All Wars,2001,7.1,9460.0
3089,Shuttle,2008,5.7,5073.0
3090,Metropia,2009,6.3,6840.0
3091,Kenny,2006,7.3,6000.0
3092,Hansel & Gretel,2002,3.7,1088.0
3093,Disco Pigs,2001,6.8,3975.0
3094,Triage,2009,6.5,9328.0
3095,The Powerpuff Girls Movie,2002,6.5,8529.0
3096,Maybe Baby,2000,5.7,5281.0
3097,Imprint,2007,5.9,485.0
3098,Extreme Ops,2002,4.5,5087.0
3099,Les femmes de l'ombre,2008,6.8,6343.0
3100,A.R.O.G,2008,7.3,29550.0
3101,Committed,2000,5.2,3448.0
3102,Infestation,2009,5.9,8323.0
3103,Amar te duele,2002,6.5,2216.0
3104,Miss Conception,2008,4.6,2497.0
3105,Yo puta,2004,4.3,1532.0
3106,Baghead,2008,6.0,3935.0
3107,"Main, Meri Patni... Aur Woh!",2005,7.3,1620.0
3108,Snow Cake,2006,7.6,11584.0
3109,Macbeth,2006,4.8,2025.0
3110,Jian guo da ye,2009,4.9,2740.0
3111,Brødre,2004,7.5,10193.0
3112,Crime + Punishment in Suburbia,2000,5.9,2835.0
3113,Dhoom,2004,6.7,15772.0
3114,Digimon: The Movie,2000,6.0,5970.0
3115,Night Train,2009,5.7,8408.0
3116,Dance of the Dead,2008,5.8,10711.0
3117,Don,2006,7.2,30643.0
3118,Recep Ivedik,2008,4.7,21258.0
3119,The Art of Travel,2008,6.4,2301.0
3120,Chasing Papi,2003,4.8,3701.0
3121,Not Easily Broken,2009,6.1,2562.0
3122,Mortuary,2005,4.0,4983.0
3123,Rot fai faa... Maha na ter,2009,7.3,1237.0
3124,Blackball,2003,5.5,3751.0
3125,La doublure,2006,6.6,8963.0
3126,Ada Apa dengan Cinta?,2002,7.8,2006.0
3127,Moartea domnului Lãzãrescu,2005,8.0,11802.0
3128,American Dreamz,2006,5.5,23488.0
3129,Gigantic,2008,6.1,9005.0
3130,One Last Dance,2003,5.7,1281.0
3131,The Gingerdead Man,2005,3.5,3052.0
3132,Max,2002,6.6,6619.0
3133,In Her Skin,2009,6.5,4220.0
3134,Qi jian,2005,6.2,8579.0
3135,Hak se wui,2005,7.1,8408.0
3136,Christmas Cottage,2008,6.6,2068.0
3137,The Kid & I,2005,5.7,1270.0
3138,The Shadow Dancer,2005,6.8,3545.0
3139,The Smokers,2000,2.8,2541.0
3140,Footsteps,2006,4.4,247.0
3141,El habitante incierto,2004,6.8,4896.0
3142,Seed,2006,3.0,6314.0
3143,Chinese Coffee,2000,7.3,3397.0
3144,The Visual Bible: The Gospel of John,2003,7.7,2502.0
3145,Grande école,2004,5.5,2056.0
3146,Sweet Karma,2009,5.2,1741.0
3147,The Gamers: Dorkness Rising,2008,7.5,2894.0
3148,Versus,2000,6.5,11779.0
3149,Delgo,2008,4.4,2635.0
3150,Affinity,2008,6.4,1862.0
3151,August,2008,5.4,3876.0
3152,Adam and Eve,2005,4.5,2594.0
3153,Devil's Gate,2003,5.5,82.0
3154,Manolete,2008,5.7,2563.0
3155,Arsène Lupin,2004,5.4,6204.0
3156,Douches froides,2005,6.2,2036.0
3157,On the Doll,2007,5.7,1311.0
3158,Thirteen Conversations About One Thing,2001,7.1,9095.0
3159,Confetti,2006,5.8,4703.0
3160,Jack Brooks: Monster Slayer,2007,6.0,5587.0
3161,Te doy mis ojos,2003,7.5,5656.0
3162,Blood Night: The Legend of Mary Hatchet,2009,4.5,2051.0
3163,"Je vais bien, ne t'en fais pas",2006,7.4,9051.0
3164,"Patrik 1,5",2008,6.9,8413.0
3165,Blueberry,2004,5.2,9793.0
3166,Until Death,2007,6.0,8651.0
3167,King of the Ants,2003,6.3,3574.0
3168,Twentynine Palms,2003,5.3,3879.0
3169,Anniyan,2005,8.2,10765.0
3170,The Adventures of Food Boy,2008,4.0,831.0
3171,Taboo,2002,3.6,1690.0
3172,Le hérisson,2009,7.4,7691.0
3173,Dedication,2007,6.8,6454.0
3174,Fishtales,2007,6.3,1842.0
3175,Die Päpstin,2009,6.7,7691.0
3176,The Theory of the Leisure Class,2001,5.5,64.0
3177,The Objective,2008,5.5,7454.0
3178,Exit Speed,2008,5.3,1943.0
3179,Ye yan,2006,6.5,6231.0
3180,De brief voor de koning,2008,5.8,1146.0
3181,Kader,2006,7.9,9187.0
3182,Wendigo,2001,5.0,3494.0
3183,Mama's Boy,2007,5.3,5201.0
3184,Mýrin,2006,7.0,4669.0
3185,Sleepwalking,2008,6.2,5266.0
3186,Larry the Cable Guy: Health Inspector,2006,3.2,9395.0
3187,Were the World Mine,2008,7.0,4865.0
3188,Rage,2009,4.9,943.0
3189,Asylum,2008,4.1,3135.0
3190,Élève libre,2008,6.3,808.0
3191,Neverwas,2005,6.6,6177.0
3192,Sarkar,2005,7.7,13697.0
3193,New Best Friend,2002,5.3,3044.0
3194,The Gold Retrievers,2009,4.9,191.0
3195,Awaydays,2009,5.8,2953.0
3196,El aura,2005,7.2,12141.0
3197,Asoka,2001,6.7,12099.0
3198,George and the Dragon,2004,5.7,3325.0
3199,Griffin & Phoenix,2006,7.1,6866.0
3200,Dark Floors,2008,4.5,6242.0
3201,Popcorn,2007,5.7,920.0
3202,36 Quai des Orfèvres,2004,7.2,15143.0
3203,First Born,2007,4.8,2915.0
3204,Cold Souls,2009,6.5,9107.0
3205,The Mother,2003,6.9,3677.0
3206,Günesi Gördüm,2009,6.5,8352.0
3207,Porno Film,2000,5.5,596.0
3208,Foreign Exchange,2008,4.2,1200.0
3209,Molotov Samba,2005,6.6,83.0
3210,Vinyan,2008,5.3,5063.0
3211,Sweet Land,2005,7.3,3310.0
3212,Year of the Dog,2007,6.1,5755.0
3213,Matando Cabos,2004,7.5,3985.0
3214,Novo,2002,5.7,2308.0
3215,Den brysomme mannen,2006,7.4,14858.0
3216,San wa,2005,6.2,12969.0
3217,Kimssi pyoryugi,2009,8.1,13533.0
3218,Spanish Movie,2009,4.2,2339.0
3219,Monster Man,2003,5.9,4125.0
3220,Princess Ka'iulani,2009,6.2,1449.0
3221,Gone,2006,5.4,3640.0
3222,Backwaters,2006,5.1,88.0
3223,Le silence de Lorna,2008,7.2,7657.0
3224,Curious George 2: Follow That Monkey!,2009,5.6,832.0
3225,"Ima, ai ni yukimasu",2004,8.0,3840.0
3226,Witless Protection,2008,3.2,5719.0
3227,Rocket Singh: Salesman of the Year,2009,7.5,15368.0
3228,7 Zwerge,2004,4.7,5016.0
3229,Waking Up in Reno,2002,5.5,5310.0
3230,Kakushi ken oni no tsume,2004,7.8,5361.0
3231,I Sell the Dead,2008,6.1,9973.0
3232,A Dog Year,2009,6.1,2459.0
3233,Parasomnia,2008,5.3,2132.0
3234,Plan B,2009,7.0,3502.0
3235,Chelsea Walls,2001,5.1,1879.0
3236,Una semana solos,2007,5.9,325.0
3237,Lady Chatterley,2006,6.8,4018.0
3238,Two Weeks,2006,6.5,1725.0
3239,Half Light,2006,6.0,12239.0
3240,The Caveman's Valentine,2001,5.9,5951.0
3241,Pahat pojat,2003,6.2,4222.0
3242,The Invisible Circus,2001,5.6,2816.0
3243,In Tranzit,2008,5.8,1928.0
3244,Wesele,2004,7.8,2958.0
3245,The Disappeared,2008,5.9,1657.0
3246,La mujer sin cabeza,2008,6.5,3679.0
3247,Ball Don't Lie,2008,5.5,241.0
3248,Delta Farce,2007,3.5,9950.0
3249,Miehen työ,2007,6.6,1878.0
3250,Smala Sussie,2003,6.9,8380.0
3251,Return of the Living Dead: Necropolis,2005,3.2,4254.0
3252,Debiruman,2004,4.1,932.0
3253,Real Time,2008,6.8,2331.0
3254,Diggers,2006,6.4,2284.0
3255,Kuchisake-onna,2007,5.5,2220.0
3256,Mr In-Between,2001,6.4,615.0
3257,Kisses,2008,7.3,1693.0
3258,Hole in One,2009,3.0,3032.0
3259,Bhool Bhulaiyaa,2007,7.3,17320.0
3260,Jiao zi,2004,6.8,7942.0
3261,Scar,2007,4.1,2521.0
3262,Aashiq Banaya Aapne: Love Takes Over,2005,4.2,1283.0
3263,Run! Bitch Run!,2009,4.2,2505.0
3264,Mou gaan dou III: Jung gik mou gaan,2003,7.0,11136.0
3265,Forty Shades of Blue,2005,6.2,1320.0
3266,Sud pralad,2004,7.3,4232.0
3267,Old Joy,2006,6.7,5249.0
3268,The Moguls,2005,6.3,5821.0
3269,Le pornographe,2001,5.3,2085.0
3270,And When Did You Last See Your Father?,2007,6.9,3822.0
3271,La linea,2009,5.2,3346.0
3272,Live!,2007,5.9,4640.0
3273,Reprise,2006,7.4,8515.0
3274,Zyzzyx Rd,2006,4.2,904.0
3275,Stealing Candy,2003,4.3,568.0
3276,I'll Sleep When I'm Dead,2003,5.8,7960.0
3277,Stay,2006,5.9,2934.0
3278,Smart People,2008,6.2,21578.0
3279,Angel of Death,2009,5.0,1977.0
3280,The Blue Umbrella,2005,7.6,1559.0
3281,The Unsaid,2001,6.7,5787.0
3282,Fast Lane to Malibu,2000,5.5,331.0
3283,The Legend of Bhagat Singh,2002,8.1,12277.0
3284,There's Only One Jimmy Grimble,2000,6.6,3316.0
3285,Rock On!!,2008,7.8,18461.0
3286,The Fluffer,2001,5.7,2594.0
3287,Fashion,2008,7.0,10607.0
3288,EMR,2004,5.7,431.0
3289,Ghajini,2005,7.5,9905.0
3290,Suburban Girl,2007,5.5,6969.0
3291,La leyenda del tiempo,2006,7.0,195.0
3292,Happy Tears,2009,5.2,1301.0
3293,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,6.9,12712.0
3294,Lone Star State of Mind,2002,6.1,2588.0
3295,Wassup Rockers,2005,6.0,4389.0
3296,Zui hao de shi guang,2005,7.0,4819.0
3297,I Really Hate My Job,2007,5.4,1063.0
3298,Like Dandelion Dust,2009,7.1,2573.0
3299,Iklimler,2006,7.3,9489.0
3300,Firehouse Dog,2007,5.5,5172.0
3301,Nora,2000,6.1,1489.0
3302,Crimen ferpecto,2004,7.1,10205.0
3303,Paper Heart,2009,6.0,7703.0
3304,Bella,2006,7.3,10043.0
3305,See prang,2008,6.7,2559.0
3306,Nobody Knows Anything!,2003,3.5,515.0
3307,Charly,2002,6.8,796.0
3308,Lime Salted Love,2006,5.1,158.0
3309,Immortel (ad vitam),2004,6.0,19406.0
3310,Swimming Upstream,2003,7.2,3028.0
3311,The Six Wives of Henry Lefay,2009,5.2,2716.0
3312,Kaena: La prophétie,2003,6.1,3630.0
3313,The Grand,2007,6.0,5158.0
3314,Marebito,2004,6.1,4414.0
3315,Isolation,2005,5.6,5991.0
3316,Chin gei bin 2: Fa tou tai kam,2004,5.0,2150.0
3317,The Flyboys,2008,6.9,2898.0
3318,Slipstream,2007,5.1,4391.0
3319,Kisaan,2009,5.5,230.0
3320,Intacto,2001,6.9,12102.0
3321,Game 6,2005,5.9,2343.0
3322,Panique au village,2009,7.5,6689.0
3323,Rudo y Cursi,2008,6.7,7499.0
3324,Arlen Faber,2009,6.4,6004.0
3325,Survivors Exposed,2001,3.6,237.0
3326,Mulligans,2008,6.3,2479.0
3327,Forget Me Not,2009,5.2,5349.0
3328,Cloud 9,2006,4.3,1085.0
3329,Anthony Zimmer,2005,6.5,7209.0
3330,La stanza del figlio,2001,7.4,16129.0
3331,Farce of the Penguins,2006,4.2,4509.0
3332,The Triumph of Love,2001,5.9,1412.0
3333,Talk to Me,2007,7.4,8932.0
3334,Jonah: A VeggieTales Movie,2002,6.6,3466.0
3335,Walk on Water,2004,7.4,6221.0
3336,Bobby Jones: Stroke of Genius,2004,6.7,3482.0
3337,Gekijô-ban poketto monsutaa: Mizu no Miyako no Mamori Gami Ratiasu to Ratiosu,2002,6.2,4337.0
3338,Maria Larssons eviga ögonblick,2008,7.5,4815.0
3339,The Darwin Awards,2006,6.0,9282.0
3340,Chiko,2008,6.9,3375.0
3341,Katalin Varga,2009,7.0,2141.0
3342,Hope Springs,2003,5.4,6115.0
3343,Atanarjuat,2001,7.5,5937.0
3344,Love Liza,2002,7.0,6779.0
3345,Khuda Kay Liye,2007,8.4,8611.0
3346,Tully,2000,7.4,1796.0
3347,Otesánek,2000,7.4,5358.0
3348,Viola di mare,2009,6.8,1276.0
3349,Vier Minuten,2006,7.4,5717.0
3350,End of the Spear,2005,7.0,4645.0
3351,Demonlover,2002,5.9,4153.0
3352,Little Secrets,2001,6.5,2884.0
3353,The League of Gentlemen's Apocalypse,2005,6.2,4903.0
3354,Eulogy,2004,6.6,8084.0
3355,Lakshya,2004,7.9,16939.0
3356,Numb,2007,6.7,7664.0
3357,35 rhums,2008,7.1,3562.0
3358,Adrift in Manhattan,2007,5.4,1570.0
3359,Leningrad,2009,6.1,4108.0
3360,Go Get Some Rosemary,2009,6.7,989.0
3361,Where the Red Fern Grows,2003,6.5,930.0
3362,Nightwatching,2007,6.6,2596.0
3363,Sex Is Comedy,2002,5.7,2551.0
3364,The Girl in the Park,2007,6.4,3451.0
3365,The Guitar,2008,6.5,2763.0
3366,Evil Bong,2006,4.1,2157.0
3367,Home Movie,2008,5.7,3909.0
3368,Tere Naam,2003,7.1,14331.0
3369,Raising Victor Vargas,2002,7.1,4982.0
3370,Elling,2001,7.6,13208.0
3371,The Gray Man,2007,6.0,1403.0
3372,Viva,2007,6.0,820.0
3373,Time Changer,2002,5.4,2041.0
3374,Melvin Goes to Dinner,2003,7.0,2185.0
3375,13 Tzameti,2005,7.4,15848.0
3376,Far North,2007,6.2,2588.0
3377,Alle Anderen,2009,6.7,3093.0
3378,Ett hål i mitt hjärta,2004,4.6,4478.0
3379,12 in a Box,2007,5.7,261.0
3380,Crazylove,2005,6.3,366.0
3381,The Keeper,2009,5.2,3943.0
3382,Stark Raving Mad,2002,6.4,4495.0
3383,L'annulaire,2005,6.2,1020.0
3384,Anatomie,2000,6.1,10842.0
3385,Bleach: Memories of Nobody,2006,7.3,3256.0
3386,Ninja Cheerleaders,2008,3.5,1475.0
3387,Zero Day,2003,7.3,3732.0
3388,Lymelife,2008,7.0,13237.0
3389,Hua pi,2008,6.4,3959.0
3390,Le placard,2001,7.1,15323.0
3391,Scorched,2003,6.0,5773.0
3392,Fascination,2004,3.4,1274.0
3393,Kyûketsu Shôjo tai Shôjo Furanken,2009,5.7,3266.0
3394,Alone with Her,2006,6.1,3591.0
3395,Bubble,2005,6.6,7235.0
3396,Hood of Horror,2006,4.1,2605.0
3397,Ripley Under Ground,2005,6.1,2149.0
3398,Zivot je cudo,2004,7.6,11132.0
3399,The Devil's Tomb,2009,3.8,6076.0
3400,Freakdog,2008,5.1,2532.0
3401,Mouth to Mouth,2005,6.3,2820.0
3402,Hellbent,2004,5.5,2127.0
3403,My Sassy Girl,2008,6.3,18719.0
3404,RRRrrrr!!!,2004,5.8,11584.0
3405,Tum Bin...: Love Will Find a Way,2001,7.5,2686.0
3406,"Ensemble, c'est tout",2007,6.8,10838.0
3407,Where the Money Is,2000,6.3,4864.0
3408,Slipp Jimmy fri,2006,6.1,6267.0
3409,Den osynlige,2002,6.5,2815.0
3410,Delirious,2006,6.5,5535.0
3411,Kannathil Muthamittal,2002,8.5,5791.0
3412,I Am Here... Now,2009,4.7,1217.0
3413,Minoes,2001,6.9,4200.0
3414,Red Sands,2009,4.3,3128.0
3415,Boo,2005,4.3,4419.0
3416,Partir,2009,6.3,3688.0
3417,I.C.U.,2009,2.8,442.0
3418,Los aires difíciles,2006,6.3,307.0
3419,All's Faire in Love,2009,5.0,775.0
3420,Don't Come Knocking,2005,6.7,6844.0
3421,L'heure d'été,2008,7.2,6218.0
3422,Better Than Sex,2000,6.4,2049.0
3423,Ex Drummer,2007,7.0,8878.0
3424,Johnny Mad Dog,2008,6.8,3007.0
3425,Xi yang tian shi,2002,6.7,6826.0
3426,Who Is Cletis Tout?,2001,6.4,3699.0
3427,"Maria, ihm schmeckt's nicht!",2009,6.0,1878.0
3428,Whisper,2007,5.8,8480.0
3429,Trust the Man,2005,5.7,8087.0
3430,Nae yeojachingureul sogae habnida,2004,7.2,6165.0
3431,Breathing Room,2008,4.4,3213.0
3432,Barfuss,2005,7.2,9536.0
3433,On the Edge,2001,7.1,3505.0
3434,Smother,2008,4.7,2544.0
3435,Whipped,2000,4.4,3771.0
3436,Discreet,2008,5.8,206.0
3437,Grizzly Park,2008,4.1,2118.0
3438,La niña santa,2004,6.7,3172.0
3439,The Tracey Fragments,2007,6.2,7056.0
3440,Phoebe in Wonderland,2008,7.2,7106.0
3441,The Gathering,2002,5.7,7149.0
3442,Walk All Over Me,2007,5.7,2021.0
3443,Severed,2005,4.7,1893.0
3444,Damage,2009,5.8,6449.0
3445,Riri Shushu no subete,2001,7.7,7036.0
3446,Ellie Parker,2005,5.7,4269.0
3447,Casshern,2004,6.2,12693.0
3448,Bernard and Doris,2006,6.6,3261.0
3449,Japanese Story,2003,6.7,5956.0
3450,Brève traversée,2001,6.9,1425.0
3451,Nabbeun namja,2001,6.8,8274.0
3452,The Go-Getter,2007,6.7,4832.0
3453,Love Hurts,2009,5.7,1239.0
3454,Chum thaang rot fai phii,2007,3.6,197.0
3455,Unstoppable,2004,5.0,4392.0
3456,Almost,2004,6.6,17.0
3457,A londoni férfi,2007,7.2,3119.0
3458,Pure,2002,7.0,2416.0
3459,I'm Reed Fish,2006,5.8,4048.0
3460,White Noise 2: The Light,2007,5.7,12029.0
3461,Spiders,2000,3.9,2473.0
3462,Il cartaio,2004,4.9,4510.0
3463,Harrison's Flowers,2000,7.1,5731.0
3464,DeUsynlige,2008,7.6,5253.0
3465,Hor taew tak 2,2009,5.5,54.0
3466,De zaak Alzheimer,2003,7.4,8863.0
3467,Yihe yuan,2006,7.1,2450.0
3468,Anamorph,2007,5.5,8530.0
3469,Dante's Inferno,2007,6.6,1365.0
3470,Bee Season,2005,5.5,6357.0
3471,Harvard Man,2001,4.9,3969.0
3472,Bad Girl Island,2007,3.5,431.0
3473,Men with Brooms,2002,5.8,3997.0
3474,Chalte Chalte,2003,6.6,13053.0
3475,Suburban Secrets,2004,4.8,336.0
3476,These Girls,2005,5.7,1454.0
3477,The Tiger's Tail,2006,5.9,1190.0
3478,Frat Party,2009,2.8,1677.0
3479,Tell-Tale,2009,5.5,4531.0
3480,Awarapan,2007,7.3,5238.0
3481,Alien Autopsy,2006,5.8,6872.0
3482,Dear Wendy,2005,6.6,9470.0
3483,A Shine of Rainbows,2009,7.2,1973.0
3484,Beautiful Joe,2000,5.9,2057.0
3485,Sanguepazzo,2008,6.3,797.0
3486,Ju-on 2,2003,6.4,7495.0
3487,Down Terrace,2009,6.5,3133.0
3488,Kismat Konnection,2008,5.2,4584.0
3489,Just Add Water,2008,5.7,2763.0
3490,St. Nick,2009,5.1,141.0
3491,The Cry,2007,2.6,477.0
3492,Dünyayi Kurtaran Adam'in Oglu,2006,1.9,14817.0
3493,Trucker,2008,6.7,2962.0
3494,City of Ghosts,2002,6.0,4620.0
3495,Longshot,2001,2.9,896.0
3496,Volkodav iz roda Serykh Psov,2006,5.8,3638.0
3497,Sex Court: The Movie,2001,4.3,172.0
3498,Japón,2002,6.9,2736.0
3499,Play the Game,2009,6.5,2415.0
3500,Otis,2008,6.0,4641.0
3501,Try Seventeen,2002,6.1,5691.0
3502,Gradiva (C'est Gradiva qui vous appelle),2006,5.8,485.0
3503,Red Is the Color of,2007,5.0,213.0
3504,Christmas Carol: The Movie,2001,5.6,1534.0
3505,Company,2002,8.0,12493.0
3506,Lage Raho Munna Bhai,2006,8.1,36425.0
3507,The Pornographer: A Love Story,2004,4.7,137.0
3508,Unrest,2006,5.0,7301.0
3509,Mambo Italiano,2003,6.7,5968.0
3510,Standing Still,2005,5.8,2142.0
3511,The Baker,2007,6.4,3219.0
3512,Bickford Shmeckler's Cool Ideas,2006,5.8,3089.0
3513,Blonde Ambition,2007,3.9,5326.0
3514,Promised Land,2004,5.7,470.0
3515,Molière,2007,7.3,5532.0
3516,Einayim Petukhoth,2009,7.3,5590.0
3517,ExTerminators,2009,5.3,1815.0
3518,En soap,2006,6.6,1762.0
3519,Gojira X Mekagojira,2002,6.8,3133.0
3520,Pardon,2005,8.2,15116.0
3521,Jiminy Glick in Lalawood,2004,5.6,1772.0
3522,Paanch,2003,7.7,1867.0
3523,Shifty,2008,6.5,2677.0
3524,Tais-toi!,2003,7.2,24260.0
3525,Avalon,2001,6.5,12240.0
3526,End of the Line,2007,6.0,4219.0
3527,Humpday,2009,6.0,5060.0
3528,Italiensk for begyndere,2000,7.1,12066.0
3529,Chocolate,2008,7.0,16194.0
3530,Mr. Fix It,2006,5.7,1723.0
3531,Neal 'N' Nikki,2005,3.3,1311.0
3532,Contracorriente,2009,7.7,5795.0
3533,Panic,2000,6.7,7628.0
3534,Arpointeu,2004,6.4,4674.0
3535,All Over the Guy,2001,6.5,4196.0
3536,Jindabyne,2006,6.3,6076.0
3537,My Suicide,2009,7.2,1388.0
3538,Born of Hope,2009,6.3,1955.0
3539,Nine Miles Down,2009,5.5,2976.0
3540,Adoration,2008,6.3,2951.0
3541,Skipped Parts,2000,6.4,2971.0
3542,Love Object,2003,6.4,3170.0
3543,Firaaq,2008,7.4,1671.0
3544,Nina's Heavenly Delights,2006,6.3,1943.0
3545,The TV Set,2006,6.6,5276.0
3546,The Lost,2006,6.0,2436.0
3547,La mujer de mi hermano,2005,6.2,2875.0
3548,Barda,2007,7.0,8881.0
3549,7eventy 5ive,2007,4.7,2576.0
3550,Crime and Punishment,2002,6.3,587.0
3551,Gekijouban Poketto monsutâ Adobansu jenerêshon: Rekkuu no houmonsha Deokishisu,2004,6.1,2514.0
3552,Tunnel Rats,2008,4.7,4394.0
3553,Fritt vilt II,2008,6.2,7703.0
3554,The Wendell Baker Story,2005,5.5,5370.0
3555,Arachnid,2001,3.9,2477.0
3556,One Last Thing...,2005,6.7,3814.0
3557,Shark Bait,2006,4.2,3425.0
3558,Le clan,2004,6.5,1533.0
3559,Betrayal,2003,3.9,837.0
3560,It's Alive,2009,3.5,2540.0
3561,Clipping Adam,2004,6.2,162.0
3562,Fight Club: Members Only,2006,3.3,1210.0
3563,The Hillside Strangler,2004,5.3,1653.0
3564,J'ai besoin d'air,2005,7.3,29.0
3565,La fidélité,2000,5.8,1544.0
3566,Coastlines,2002,5.9,548.0
3567,A Day Without a Mexican,2004,4.7,2928.0
3568,Left Behind III: World at War,2005,4.7,3244.0
3569,My 5 Wives,2000,4.2,1293.0
3570,Der Krieger und die Kaiserin,2000,7.5,13582.0
3571,Henjel gwa Geuretel,2007,6.8,3890.0
3572,The Puffy Chair,2005,6.6,4541.0
3573,Last Orders,2001,7.0,5320.0
3574,Program na winyan akat,2008,6.1,2055.0
3575,Stoned,2005,5.8,3663.0
3576,Endless Bummer,2009,3.8,1089.0
3577,I Am Dina,2002,6.6,5038.0
3578,Kosmos,2009,7.3,4011.0
3579,To Kill a King,2003,6.2,2782.0
3580,The Abduction Club,2002,6.7,1602.0
3581,Broken Bridges,2006,6.2,1531.0
3582,The Battle of Shaker Heights,2003,6.1,3995.0
3583,Tom Cool,2009,6.0,141.0
3584,Summer's Blood,2009,4.5,2881.0
3585,One Way to Valhalla,2009,6.0,234.0
3586,Opposite Day,2009,4.3,711.0
3587,Dead & Breakfast,2004,5.8,5559.0
3588,The Hebrew Hammer,2003,6.2,4415.0
3589,Les diables,2002,7.3,980.0
3590,Seom,2000,7.0,11335.0
3591,The Cabin Movie,2005,4.7,366.0
3592,Endgame,2009,6.3,2501.0
3593,Penance,2009,3.5,949.0
3594,Henry Poole Is Here,2008,6.5,11708.0
3595,Cattle Call,2006,3.8,1048.0
3596,Left for Dead,2007,4.9,495.0
3597,Arizona Sky,2008,5.6,396.0
3598,Mr. Gibb,2006,5.0,1248.0
3599,Invincible,2001,6.5,3796.0
3600,Road to Hell,2008,7.7,822.0
3601,Happy Campers,2001,5.6,2467.0
3602,Dummy,2002,6.8,6111.0
3603,Heights,2005,7.0,4382.0
3604,Wu ji,2005,5.6,8601.0
3605,La grande séduction,2003,7.5,4800.0
3606,Mercy,2009,6.1,1195.0
3607,San qiang pai an jing qi,2009,5.6,2672.0
3608,On a Clear Day,2005,7.0,2974.0
3609,Aberdeen,2000,7.2,2826.0
3610,The Tripper,2006,5.1,5540.0
3611,Sunset Strip,2000,5.7,1364.0
3612,An American Rhapsody,2001,6.8,3553.0
3613,(T)Raumschiff Surprise - Periode 1,2004,5.4,12125.0
3614,Grace Is Gone,2007,6.8,8705.0
3615,Tirante el Blanco,2006,4.0,803.0
3616,De tweeling,2002,7.5,6039.0
3617,First Snow,2006,6.3,7372.0
3618,Puffball,2007,4.3,886.0
3619,Yahsi Bati,2009,7.4,24263.0
3620,Keane,2004,6.9,5027.0
3621,The Third Wheel,2002,5.5,4294.0
3622,Room 6,2006,4.2,3432.0
3623,Uncut,2003,4.8,131.0
3624,S&man,2006,5.7,795.0
3625,One piece the movie: Kaisokuou ni ore wa naru,2000,6.8,1217.0
3626,Fanfan,2003,5.7,4566.0
3627,Chin gei bin,2003,5.5,4367.0
3628,Stander,2003,7.2,7694.0
3629,Murder,2004,5.4,3183.0
3630,Camouflage,2001,4.6,1406.0
3631,Mrs. Worthington's Party,2007,5.8,267.0
3632,Camille,2008,6.1,4245.0
3633,Dark Matter,2007,6.1,3062.0
3634,Unearthed,2007,4.0,3392.0
3635,Love Aaj Kal,2009,6.8,12989.0
3636,Saawariya,2007,5.4,6680.0
3637,Normal,2007,6.1,1057.0
3638,Bishh,2009,3.6,110.0
3639,Heartless,2009,6.0,9411.0
3640,Sex Galaxy,2008,3.4,259.0
3641,Le goût des autres,2000,7.3,8333.0
3642,Jan Dara,2001,6.2,1793.0
3643,Mockingbird Don't Sing,2001,6.5,1664.0
3644,Ta Ra Rum Pum,2007,5.6,3562.0
